email,empId,name,loginOk,employeesVisible,editVisible,deleteVisible,notes
naveedtariq118@esspl.com.pk,EMP118,"Naveed Tariq",false,0,false,false,""
tariqali119@esspl.com.pk,EMP119,"Tariq Ali",true,7,false,false,""
mariamsaleem120@esspl.com.pk,EMP120,"Mariam Saleem",false,0,false,false,""
aliabbasi121@esspl.com.pk,EMP121,"Ali Abbasi",true,7,false,false,""
palwashahashmi122@esspl.com.pk,EMP122,"Palwasha Hashmi",false,0,false,false,""
alisaleem123@esspl.com.pk,EMP123,"Ali Saleem",true,7,false,false,""
zainabhussain124@esspl.com.pk,EMP124,"Zainab Hussain",false,0,false,false,""
sanarafique125@esspl.com.pk,EMP125,"Sana Rafique",true,7,false,false,""
hafsamehmood126@esspl.com.pk,EMP126,"Hafsa Mehmood",false,0,false,false,""
zainabiqbal127@esspl.com.pk,EMP127,"Zainab Iqbal",true,7,false,false,""
zainababbasi128@esspl.com.pk,EMP128,"Zainab Abbasi",false,0,false,false,""
hamzahaider129@esspl.com.pk,EMP129,"Hamza Haider",true,7,false,false,""
ramshabhatti130@esspl.com.pk,EMP130,"Ramsha Bhatti",false,0,false,false,""
sarasiddiqui131@esspl.com.pk,EMP131,"Sara Siddiqui",true,7,false,false,""
sadiaali132@esspl.com.pk,EMP132,"Sadia Ali",false,0,false,false,""
shaziasaleem133@esspl.com.pk,EMP133,"Shazia Saleem",true,7,false,false,""
sadiamalik134@esspl.com.pk,EMP134,"Sadia Malik",false,0,false,false,""
faisalabbasi135@esspl.com.pk,EMP135,"Faisal Abbasi",true,7,false,false,""
aliismail136@esspl.com.pk,EMP136,"Ali Ismail",false,0,false,false,""
ayeshaismail137@esspl.com.pk,EMP137,"Ayesha Ismail",true,7,false,false,""
rabiaismail138@esspl.com.pk,EMP138,"Rabia Ismail",false,0,false,false,""
rabiaahmed139@esspl.com.pk,EMP139,"Rabia Ahmed",true,7,false,false,""
muhammadcheema140@esspl.com.pk,EMP140,"Muhammad Cheema",false,0,false,false,""
hirabutt141@esspl.com.pk,EMP141,"Hira Butt",true,7,false,false,""
ramshahamid142@esspl.com.pk,EMP142,"Ramsha Hamid",false,0,false,false,""
ifrahlatif143@esspl.com.pk,EMP143,"Ifrah Latif",true,7,false,false,""
saracheema144@esspl.com.pk,EMP144,"Sara Cheema",false,0,false,false,""
aminahamid145@esspl.com.pk,EMP145,"Amina Hamid",true,7,false,false,""
saadsiddiqui146@esspl.com.pk,EMP146,"Saad Siddiqui",false,0,false,false,""
fatimaiqbal147@esspl.com.pk,EMP147,"Fatima Iqbal",true,7,false,false,""
bilalhamid148@esspl.com.pk,EMP148,"Bilal Hamid",false,0,false,false,""
maryamrafique149@esspl.com.pk,EMP149,"Maryam Rafique",true,7,false,false,""
sarakhan150@esspl.com.pk,EMP150,"Sara Khan",false,0,false,false,""
fatimapervaiz151@esspl.com.pk,EMP151,"Fatima Pervaiz",true,7,false,false,""
areebashah152@esspl.com.pk,EMP152,"Areeba Shah",false,0,false,false,""
nimramirza153@esspl.com.pk,EMP153,"Nimra Mirza",true,7,false,false,""
adnanrana154@esspl.com.pk,EMP154,"Adnan Rana",false,0,false,false,""
harisaslam155@esspl.com.pk,EMP155,"Haris Aslam",true,7,false,false,""
faisalchaudhry156@esspl.com.pk,EMP156,"Faisal Chaudhry",false,0,false,false,""
hamzaaslam157@esspl.com.pk,EMP157,"Hamza Aslam",true,7,false,false,""
asmaqureshi158@esspl.com.pk,EMP158,"Asma Qureshi",false,0,false,false,""
ifrahpervaiz159@esspl.com.pk,EMP159,"Ifrah Pervaiz",false,0,false,false,"Error: page.evaluate: Target page, context or browser has been closed"
imranpervaiz160@esspl.com.pk,EMP160,"Imran Pervaiz",false,0,false,false,"Error: browserContext.clearCookies: Protocol error (Storage.getCookies): Failed to find browser context for id 4EBC867D787C0C5205F4C9D11321D58E"
